CustomerID,CustomerName,Gender,Age,Marital_Status,State,City,Occupation,Product_Name,Price,Quantity_Sold,Discount(%),PaymentMode,Date,Total_Amount,Profit
2308,Customer_22,Male,33,Single,Maharashtra,Delhi,IT,Pants,3131,1,1,Cash,2024-10-29,3099.69,650.8112394577372
2769,Customer_23,Male,56,Single,Maharashtra,Lucknow,Healthcare,Pants,2807,2,15,UPI,2024-10-30,4771.9,1332.7522938444079
2805,Customer_27,Female,20,Married,Maharashtra,Patna,Education,Pants,4025,3,21,Debit Card,2024-11-01,9539.25,3145.206349628892
2560,Customer_39,Female,29,Single,Bihar,Delhi,Business,Pants,1742,1,19,Debit Card,2024-11-03,1411.02,227.97693501178648
2510,Customer_42,Female,43,Married,Maharashtra,Patna,Business,Pants,4737,2,19,Debit Card,2024-10-25,7673.9400000000005,2356.1904885496597
2699,Customer_45,Female,53,Married,Uttar Pradesh,Mumbai,IT,Pants,4407,3,23,Credit Card,2024-11-02,10180.17,3487.2545952394357
2782,Customer_47,Male,47,Single,Madhya Pradesh,Patna,Education,Pants,4437,1,20,UPI,2024-10-26,3549.6000000000004,792.0440768057127
2957,Customer_51,Male,22,Single,Madhya Pradesh,Lucknow,Business,Pants,3529,4,13,Cash,2024-10-26,12280.92,3370.900427796136
2831,Customer_56,Male,36,Single,Madhya Pradesh,Lucknow,Student,Pants,4219,2,24,Debit Card,2024-11-02,6412.88,1777.5922444952262
2504,Customer_57,Male,49,Single,Delhi,Mumbai,Business,Pants,372,4,23,UPI,2024-11-01,1145.76,260.8129478904133
2484,Customer_59,Female,22,Single,Bihar,Bhopal,Education,Pants,4525,1,7,Credit Card,2024-10-25,4208.25,849.9865257797302
2166,Customer_64,Female,19,Single,Madhya Pradesh,Lucknow,Healthcare,Pants,4559,3,2,Net Banking,2024-10-27,13403.46,4396.713225888397
2387,Customer_66,Male,49,Married,Bihar,Patna,Healthcare,Pants,1433,1,6,Cash,2024-10-27,1347.02,218.8107979416756
2315,Customer_68,Female,37,Married,Uttar Pradesh,Mumbai,Business,Pants,3246,3,22,Credit Card,2024-10-31,7595.64,1151.2583801061603
2013,Customer_69,Male,41,Single,Maharashtra,Lucknow,IT,Pants,2830,4,24,Net Banking,2024-10-26,8603.2,2376.0692691399076
2241,Customer_70,Female,29,Married,Delhi,Mumbai,Education,Pants,2260,1,17,Debit Card,2024-10-30,1875.8,449.31916227697246
2345,Customer_72,Female,50,Single,Uttar Pradesh,Patna,IT,Pants,2829,2,18,Net Banking,2024-10-27,4639.56,1584.81256613803
2034,Customer_84,Female,48,Married,Madhya Pradesh,Mumbai,Business,Pants,2794,4,20,UPI,2024-10-27,8940.800000000001,1637.50712628321
2080,Customer_86,Male,52,Single,Uttar Pradesh,Bhopal,Student,Pants,3019,3,22,Cash,2024-11-01,7064.46,1355.225470591138
2931,Customer_87,Female,40,Single,Madhya Pradesh,Bhopal,Student,Pants,2184,1,8,Cash,2024-11-03,2009.2800000000002,321.4763725410639
2401,Customer_99,Female,28,Married,Maharashtra,Mumbai,Student,Pants,4544,3,6,Credit Card,2024-11-01,12814.08,3381.737659711046
2201,Customer_103,Female,38,Married,Uttar Pradesh,Delhi,Business,Pants,1182,4,2,Debit Card,2024-10-25,4633.44,762.7398065516904
2957,Customer_104,Female,53,Single,Bihar,Patna,Healthcare,Pants,699,1,17,Credit Card,2024-10-28,580.17,159.2384783665975
2295,Customer_115,Male,41,Married,Delhi,Mumbai,Education,Pants,4817,3,4,UPI,2024-10-27,13872.96,3404.1472202051773
2187,Customer_126,Female,34,Married,Maharashtra,Patna,Business,Pants,4905,2,15,Cash,2024-10-26,8338.5,1846.1928369387892
2040,Customer_129,Female,39,Single,Madhya Pradesh,Delhi,IT,Pants,3008,4,22,Net Banking,2024-11-01,9384.960000000001,2598.4395691026457
